"id","line_id","example","translation","created_at","updated_at"
4051,4637,"`Books were *piled* up` on the floor.","床に`本が*積み重ねら*れていた`。","2023/9/9 7:15","2024/8/3 10:35"
4052,4638,"We `*derive* energy from the sun`.","私たちは`太陽からエネルギーを*得ている*`。","2023/9/9 7:15","2024/8/3 10:36"
4053,4639,"The soil `*yields* good crops` every year.","この土壌は毎年`豊かな作物を*産する*`。","2023/9/9 7:15","2024/8/3 10:38"
4054,4640,"The hotel `*occupies* an entire block`.","そのホテルは`1ブロック全体を*占めている*`。","2023/9/9 7:15","2024/8/3 10:39"
4055,4641,"She `*wrapped* the gift in white paper`.","彼女は`贈り物を白い紙で*包んだ*`。","2023/9/9 7:15","2024/8/3 10:40"
4056,4642,"She `*embraced* her daughter gently`.","彼女は`娘を優しく*抱きしめた*`。","2023/9/9 7:15","2024/8/3 10:41"
4057,4643,"The bridge has `an overall *length* of 850 meters`.","その橋は`全*長*850メートルだ`。","2023/9/9 7:15","2024/8/3 10:42"
4058,4644,"An airplane was flying `at a *height* of 5,000 meters`.","飛行機が`5,000メートルの*高度*で`飛んでいた。","2023/9/9 7:15","2024/8/3 10:43"
4059,4645,"`The *volume* of garbage` has increased sharply.","`ゴミの*量*`が急激に増えている。","2023/9/9 7:15","2024/8/3 10:44"
4060,4646,"He paid `a large *sum* of money` in tax.","彼は税金として`多*額*の金`を払った。","2023/9/9 7:15","2024/8/3 10:45"
4061,4647,"I put the picture in `the metal *frame*`.","私はその絵を`金属製の*額縁*`に入れた。","2023/9/9 7:15","2024/8/3 10:45"
4062,4648,"Some rivers flow across `international *boundaries*`.","いくつかの川は`国*境*`を越えて流れる。","2023/9/9 7:15","2024/8/3 10:46"
4063,4649,"People came from `all the neighboring *districts*` for the event.","人々がイベントのために`すべての近隣*地区*`からやって来た。","2023/9/9 7:15","2024/8/3 10:47"
4064,4650,"They `occupied the enemy’s *territory*`.","彼らは`敵の*領土*を占拠した`。","2023/9/9 7:15","2024/8/3 10:48"
4065,4651,"The girl `cut some paper into *squares*`.","女の子は`何枚かの紙を*正方形*に切った`。","2023/9/9 7:15","2024/8/3 10:49"
4066,4652,"`The *empire* expanded` to the east.","`その帝国は`東へ*拡大した*。","2023/9/9 7:15","2024/8/3 10:50"
4067,4653,"Austrians are proud of `their rich musical *heritage*`.","オーストリア人は`豊かな音楽*遺産*`を誇りに思っている。","2023/9/9 7:15","2024/8/3 10:51"
4068,4654,"Visitors are required to `pay an entrance *fee*`.","観覧者は`入場*料*を支払う`ことが必要です。","2023/9/9 7:15","2024/8/3 10:52"
4069,4655,"Can you `give me a small *discount*`, please?","`少し*値引き*し`てくれませんか。","2023/9/9 7:15","2024/8/3 10:53"
4070,4656,"He `gave some money to *charity*`.","彼は`*慈善事業*にいくらかのお金を寄付した`。","2023/9/9 7:15","2024/8/3 10:53"
4071,4657,"`Her *mission* in life` was to help the poor.","`彼女の人生における*使命*`は貧しい人々を助けることだった。","2023/9/9 7:15","2024/8/3 10:54"
4072,4658,"I want to enter `the medical *profession*`.","私は`医療関係の*職*`に就きたい。","2023/9/9 7:15","2024/8/6 2:50"
4073,4659,"They `released the *slaves*`.","彼らは`*奴隷*を解放した`。","2023/9/9 7:15","2024/8/6 2:50"
4074,4660,"`The two independent *witnesses*` agreed.","`2人の別々の*目撃者*`の供述が一致した。","2023/9/9 7:15","2024/8/6 2:52"
4075,4661,"I vividly remember `the childhood *incident*`.","私は`その子ども時代の*出来事*`をはっきりと覚えている。","2023/9/9 7:15","2024/8/6 2:52"
4076,4662,"I `have *insurance* on my car`.","私は`車に*保険*を掛けている`。","2023/9/9 7:15","2024/8/6 2:53"
4077,4663,"The government should spend more money on `social *welfare*`.","政府は`社会*福祉*`にもっと資金を投入すべきだ。","2023/9/9 7:15","2024/8/6 2:54"
4078,4664,"They `were delighted by the *treasure*` that they had found.","彼らは自分たちの見つけた`*宝物*に喜んだ`。","2023/9/9 7:15","2024/8/6 2:55"
4079,4665,"Some people say that `*leisure* is a right`.","`*余暇*は権利である`と言う人がいる。","2023/9/9 7:15","2024/8/6 2:56"
4080,4666,"My health is `my first *priority*`.","健康が`私の最*優先事項*`だ。","2023/9/9 7:15","2024/8/6 2:56"
4081,4667,"That hairdresser `has an excellent *reputation*`.","その美容師は`素晴らしい*評判*を得ていた`。","2023/9/9 7:15","2024/8/6 2:58"
4082,4668,"`It is a great *honor* to meet you`, Mr. Jones.","ジョーンズさん、`あなたにお目にかかれて大変*光栄*です`。","2023/9/9 7:15","2024/8/6 2:59"
4083,4669,"`The *statue* stands` in the middle of the square.","`その*像*は`広場の中心に`立っている`。","2023/9/9 7:15","2024/8/6 3:00"
4084,4670,"He `studied *architecture*` under his father.","彼は父親の元で`*建築*を学んだ`。","2023/9/9 7:15","2024/8/6 3:01"
4085,4671,"I can’t understand `the *logic* behind his argument`.","私は`彼の主張の背後にある*論理*`が理解できない。","2023/9/9 7:15","2024/8/6 3:02"
4086,4672,"No one can explain `the exact *mechanism* of the human brain`.","`人間の脳の正確な*仕組み*`を説明できる人はいない。","2023/9/9 7:15","2024/8/6 3:03"
4087,4673,"The police found `a *clue* to the mystery`.","警察は`その謎への*手がかり*`を見つけた。","2023/9/9 7:15","2024/8/6 3:04"
4088,4674,"I take a hot bath `as a *means* of relaxation`.","私は`くつろぎの*手段*として`熱い風呂に入る。","2023/9/9 7:15","2024/8/6 3:05"
4089,4675,"A rabbit `was caught in a *trap*`.","ウサギが`*罠*にかかった`。","2023/9/9 7:15","2024/8/6 3:06"
4090,4676,"The president played `dirty *tricks*` during his campaign.","大統領は選挙運動中に`汚い*策略*`を使った。","2023/9/9 7:15","2024/8/6 3:07"
4091,4677,"The president arrived `under heavy *guard*`.","大統領は`厳重な*警備*の下で`到着した。","2023/9/9 7:15","2024/8/6 3:08"
4092,4678,"I `believe him to be *innocent*`.","私は`彼が*無罪だ*と信じている`。","2023/9/9 7:15","2024/8/6 3:09"
4093,4679,"They `feel *guilty* about taking time off from work`.","彼らは`休暇を取ることに*罪悪感*を感じる`。","2023/9/9 7:15","2024/8/6 3:10"
4094,4680,"I must apologize for `my son’s *rude* manners`.","私は`息子の*無礼な*作法`に対してお詫びをしなければなりません。","2023/9/9 7:15","2024/8/6 3:11"
4095,4681,"`She is so *shy*` that she can’t talk to anybody.","`彼女はとても*恥ずかしがり*`なので誰にも話しかけることができない。","2023/9/9 7:15","2024/8/6 3:12"
4096,4682,"I try to `take a *liberal* attitude toward religion`.","私は`宗教に対して*寛大な*態度を取る`ようにしている。","2023/9/9 7:15","2024/8/6 3:13"
4097,4683,"`It was *stupid* of me to say such a thing` to my parents.","両親に`そんなことを言うなんて私は*愚かだ*った`。","2023/9/9 7:15","2024/8/6 3:15"
4098,4684,"She seemed to `be *reluctant* to talk` about it.","彼女はそれについて`話すことに*気が進まない*`ようだった。","2023/9/9 7:15","2024/8/6 3:17"
4099,4685,"`It is very *generous* of you to lend him so much money`.","`彼にそんな大金を貸すとは君はなんて*気前がよい*んだ`。","2023/9/9 7:15","2024/8/6 3:18"
4100,4686,"He is a great scientist, but `very *modest* about his achievements`.","彼は偉大な科学者だが、`自分の業績に関してとても*控えめだ*`。","2023/9/9 7:15","2024/8/6 3:19"
4101,4687,"She lives alone but doesn’t `feel *lonely*`.","彼女は独り暮らしだが、`*寂しい*と感じて`いない。","2023/9/9 7:15","2024/8/6 3:20"
4102,4688,"He bought a ring made of `*pure* gold`.","彼は`*純*金`で作られた指輪を買った。","2023/9/9 7:15","2024/8/6 3:21"
4103,4689,"The celebrity lives in `a *grand* house`.","その有名人は`*豪*邸`に住んでいる。","2023/9/9 7:15","2024/8/6 3:22"
4104,4690,"The students are given `*adequate* financial assistance`.","その学生たちは`*十分な*資金援助`を受けている。","2023/9/9 7:15","2024/8/6 3:23"
4105,4691,"`It is *apparent* that she is ill`.","`彼女が病気なのは*明らかだ*`。","2023/9/9 7:15","2024/8/6 3:24"
4106,4692,"<i>Gulliver’s Travels</i> is `a classic *work* of fiction`.","「ガリバー旅行記」は`*第一級の*小説だ`。","2023/9/9 7:15","2024/8/9 11:33"
4107,4693,"You can reach `the *remote* desert` only by helicopter.","`その*遠く離れた*砂漠`にはヘリコプターでしか到達できない。","2023/9/9 7:15","2024/8/9 11:35"
4108,4694,"Ice is `the *solid* state` of water.","氷は水の`*固体の*状態`だ。","2023/9/9 7:15","2024/8/9 11:36"
4109,4695,"I am used to eating `*raw* fish`.","私は`*生の*魚`を食べることに慣れている。","2023/9/9 7:15","2024/8/9 11:37"
4110,4696,"I try to speak in `*plain* English`.","私は`*平易な*英語`で話すようにしている。","2023/9/9 7:15","2024/8/9 11:37"
4111,4697,"In `*primitive* societies`, it was important to control fire.","`*原始*社会`では、火を管理することが重要だった。","2023/9/9 7:15","2024/8/9 11:38"
4112,4698,"There has been `a *steady* increase in demand` for this kind of work.","この種の仕事には`*着実な*需要増加`が見られる。","2023/9/9 7:15","2024/8/9 11:40"
4113,4699,"I have `a *slight* fever` now.","私は今、`*微*熱`がある。","2023/9/9 7:15","2024/8/9 11:40"
4114,4700,"They are similar, but there are `*subtle* differences` between them,","それらは似ているが、両者には`*微妙な*違い`がある。","2023/9/9 7:15","2024/8/9 11:42"
4115,4701,"Artists `*delight* us with their works of art`.","芸術家は`私たちに芸術作品で*大きな喜びを与えてくれる*`。","2023/9/9 7:15","2024/8/9 11:44"
4116,4702,"They `*entertained* the babies with puppet show`.","彼らは`赤ん坊を人形劇で*楽しませた*`。","2023/9/9 7:15","2024/8/9 11:46"
4117,4703,"She `*fulfilled* her desire` to become a singer.","彼女は歌手になりたいという`望みを*叶えた*`。","2023/9/9 7:15","2024/8/9 11:47"
4118,4704,"That good news `*cheered* us up`.","そのよい知らせは`私たちを*元気づけた*`。","2023/9/9 7:15","2024/8/9 11:48"
4119,4705,"He `*amused* the children` by making funny faces.","彼はおもしろい顔をして`子供たちを*笑わせた*`。","2023/9/9 7:15","2024/8/9 11:49"
4120,4706,"Despite the heavy rain, the pilot `*anticipated* no problems`.","大雨にもかかわらず、パイロットは`何も問題はないと*予想した*`。","2023/9/9 7:15","2024/8/9 11:50"
4121,4707,"The country `is *confronted* with a severe food shortage`.","その国は`深刻な食糧不足に*直面し*ている`。","2023/9/9 7:15","2024/8/9 11:52"
4122,4708,"The country `has *undergone* radical changes`  recently.","その国は近年`急激な変化を*経験した*`。","2023/9/9 7:15","2024/8/9 11:53"
4123,4709,"The company’s profit `*exceeded* ten billion yen` last year.","昨年その企業の利益は`100億円を*超えた*`。","2023/9/9 7:15","2024/8/9 11:55"
4124,4710,"She `was *overwhelmed* by grief`.","彼女は`悲しみに*打ちひしが*れた`。","2023/9/9 7:15","2024/8/9 11:55"
4125,4711,"The hunter `*shot* a bear with a rifle`.","その猟師は`クマをライフル銃で*撃った*`。","2023/9/9 7:15","2024/8/9 11:57"
4126,4712,"The man was accused of `*murdering* his wife`.","その男は`妻を*殺害したこと*`の罪で起訴された。","2023/9/9 7:15","2024/8/9 11:57"
4127,4713,"The man `*robbed* her of her purse`.","その男は`彼女からハンドバッグを*奪い取った*`。","2023/9/9 7:15","2024/8/9 11:59"
4128,4714,"Poverty `*deprives* children of educational opportunities`.","貧困は`子供から教育の機会を*奪う*`。","2023/9/9 7:15","2024/8/9 12:00"
4129,4715,"Why don’t you `get *rid* of these old toys`?","`これらの古いオモチャを*処分し*`てはどうですか。","2023/9/9 7:15","2024/8/9 12:02"
4130,4716,"He `*interrupted* the speaker` with an awkward question.","彼は`講演者の話を`厄介な質問で`*さえぎった*`。","2023/9/9 7:15","2024/8/9 12:04"
4131,4717,"Those problems `*interfere* with our plans`.","それらの問題が`私たちの計画を*妨げている*`。","2023/9/9 7:15","2024/8/9 12:05"
4132,4718,"You `must not *bully* your brother`.","`弟を*いじめて*はいけない`。","2023/9/9 7:15","2024/8/9 12:06"
4133,4719,"I just tried to` *defend* myself from being attacked`.","私は`攻撃から身を*守ろ*`うとしただけだ。","2023/9/9 7:15","2024/8/9 12:08"
4134,4720,"He `*rescued* a child from drowning`.","彼は`子供が溺れかけているのを*救った*`。","2023/9/9 7:15","2024/8/9 12:09"
4135,4721,"I `*accused* her of lying to me`.","`私に嘘をついたことで`私は`彼女を*非難した*`。","2023/9/9 7:15","2024/8/9 12:10"
4136,4722,"He `*sued* the company for stealing his idea`.","彼は`自分のアイデアを盗用したことでその会社を*訴えた*`。","2023/9/9 7:15","2024/8/9 12:11"
4137,4723,"She likes `*wandering* on the beach`.","彼女は`浜辺を*ぶらつくこと*`が好きだ。","2023/9/9 7:15","2024/8/9 12:12"
4138,4724,"A cat `was *chasing* a mouse`.","ネコが`ネズミを*追いかけて*いた`。","2023/9/9 7:15","2024/8/9 12:13"
4139,4725,"The police `*arrested* him for reckless driving`.","警察は`彼を無謀運転で*逮捕した*`。","2023/9/9 7:15","2024/8/10 9:51"
4140,4726,"The teacher told us to `*submit* the assignment` by tomorrow.","先生は私たちにあすまでに`課題を*提出する*`ように言った。","2023/9/9 7:15","2024/8/10 9:53"
4141,4727,"The teacher `*punished* the student for being late`.","教師は`その生徒を遅刻したことで*罰した*`。","2023/9/9 7:15","2024/8/10 9:54"
4142,4728,"Politicians wish to `*resolve* those problems`.","政治家は`それらの問題を*解決し*`たいと思っている。","2023/9/9 7:15","2024/8/10 9:55"
4143,4729,"Nothing can `*justify* racial discrimination`.","何事も`人種差別を*正当化する*`ことはできない。","2023/9/9 7:15","2024/8/10 9:56"
4144,4730,"I `*restored* my grandmother’s old house` myself.","私は自分で`祖母の古い家を*修復した*`。","2023/9/9 7:15","2024/8/10 9:57"
4145,4731,"He `*modified* the folktale` to make a movie.","彼は映画を作るために`その民話を*一部作りかえた*`。","2023/9/9 7:15","2024/8/10 9:58"
4146,4732,"Our boss `*imposed* his idea on us`.","上司は`自分の考えを私たちに*押しつけた*`。","2023/9/9 7:15","2024/8/10 9:59"
4147,4733,"The committee `is *composed* of eight women`.","委員会は`８人の女性で*構成さ*れている`。","2023/9/9 7:15","2024/8/10 10:00"
4148,4734,"The `*classify* the book as science fiction`.","彼らは`その本をSF小説として*分類している*`。","2023/9/9 7:15","2024/8/10 10:01"
4149,4735,"The company `*substitutes* new material for plastic`.","その会社は`新しい素材をプラスチックの*代わりに使う*`。","2023/9/9 7:15","2024/8/10 10:02"
4150,4736,"The sweater `*shrunk* slightly` in the wash.","そのセーターは洗ったら`少し*縮んだ*`。","2023/9/9 7:15","2024/8/10 10:03"
4151,4737,"She `*leaned* against the wall`.","彼女は`壁に*寄りかかった*`。","2023/9/9 7:15","2024/8/10 10:04"
4152,4738,"She `*folded* her umbrella` and put it into her bag.","彼女は`傘を*折りたたん*`でカバンに入れた。","2023/9/9 7:15","2024/8/10 10:05"
4153,4739,"He `*loaded* his baggage into the car`.","彼は`手荷物を車に*積み込んだ*`。","2023/9/9 7:15","2024/8/10 10:07"
4154,4740,"She `*poured* wine into the glass`.","彼女は`ワインをグラスに*注いだ*`。","2023/9/9 7:15","2024/8/10 10:08"
4155,4741,"A white cloud `is *floating* in the sky`.","白い雲が`空に*浮かんで*いる`。","2023/9/9 7:15","2024/8/10 10:09"
4156,4742,"The sun `is *shining* brightly`.","太陽が`明るく*輝いて*いる`。","2023/9/9 7:15","2024/8/10 10:10"
4157,4743,"I `submitted a manuscript to the *editor*`.","私は`原稿を*編集者*に提出した`。","2023/9/9 7:15","2024/8/10 10:11"
4158,4744,"She `read the *poetry* aloud`.","彼女は`*詩*を朗読した`。","2023/9/9 7:15","2024/8/10 10:11"
4159,4745,"Those words are no longer `in common *usage*`.","それらの言葉はもはや`一般的に*使われ*て`いない。","2023/9/9 7:15","2024/8/10 10:13"
4160,4746,"Tourism is one of the growing `economic *sectors*`.","観光産業は成長している`経済*部門*`の１つだ。","2023/9/9 7:15","2024/8/10 10:14"
4161,4747,"It is difficult to complete this task `in such a short *span* of time`.","`そんな短い*期間*で`この仕事を終えるのは難しい。","2023/9/9 7:15","2024/8/10 10:15"
4162,4748,"This educational program aims to `increase *literacy*`.","この教育プログラムは`*読み書き能力*を高める`ことを目指す。","2023/9/9 7:15","2024/8/10 10:16"
4163,4749,"Fever is `a common *symptom*` of the flu.","発熱はインフルエンザの`一般的な*症状*`だ。","2023/9/9 7:15","2024/8/10 10:17"
4164,4750,"We have entered `a new *phase* of climate change`.","私たちは`気候変動の新たな*段階*`に入った。","2023/9/9 7:15","2024/8/10 10:19"
4165,4751,"He `underwent *surgery*` for stomach cancer.","彼は胃がんの`*手術*を受けた`。","2023/9/9 7:15","2024/8/10 10:20"
4166,4752,"My daughter `is infected with the flu *virus*`.","私の娘は`インフルエンザ*ウイルス*に感染している`。","2023/9/9 7:15","2024/8/10 10:20"
4167,4753,"`This *poison* takes effect immediately`.","`この*毒*は即座に効く`。","2023/9/9 7:15","2024/8/10 10:21"
4168,4754,"Eggs `are rich in *protein*`.","卵は`*タンパク質*は豊富だ`。","2023/9/9 7:15","2024/8/10 10:22"
4169,4755,"`The *liquid* froze solid`.","`その*液体*は凍って固まった`。","2023/9/9 7:15","2024/8/10 10:22"
4170,4756,"`Blood carries *oxygen*` to body cells.","`血液は`体内の細胞に`*酸素*を送る`。","2023/9/9 7:15","2024/8/10 10:23"
4171,4757,"He set off on `a voyage around the *globe*`.","彼は`*世界*一周の航海`に出発した。","2023/9/9 7:15","2024/8/10 10:24"
4172,4758,"The sea ice around `the North *Pole*` is melting.","`北*極*`周辺の海氷が溶け出している。","2023/9/9 7:15","2024/8/10 10:25"
4173,4759,"I looked down into `the deep *valley*`.","私は`深い*谷*`を見下ろした。","2023/9/9 7:15","2024/8/12 11:57"
4174,4760,"`Wildlife *conservation*` is needed to protect the Earth’s biological diversity.","`野生動物の*保護*`は地球の生物多様性を守るために必要だ。","2023/9/9 7:15","2024/8/12 11:58"
4175,4761,"That information came from `secret *channels*`.","その情報は`秘密の*経路*`から入手された。","2023/9/9 7:15","2024/8/12 11:59"
4176,4762,"`A *glacier* moves very slowly` down a valley.","`*氷河*はとてもゆっくりと`谷をくだって`動く`。","2023/9/9 7:15","2024/8/12 12:00"
4177,4763,"He was `a *pioneer* in computer science`.","彼は`コンピュータサイエンスの*先駆者*`だった。","2023/9/9 7:15","2024/8/12 12:01"
4178,4764,"`There is little *prospect* of the economy improving` this year.","今年は`経済が上向く*見込み*はほとんどない`。","2023/9/9 7:15","2024/8/12 12:03"
4179,4765,"She `has a great *enthusiasm* for the work`.","彼女は`その仕事にとても*熱中*している`。","2023/9/9 7:15","2024/8/12 12:05"
4180,4766,"He spoke `with *passion*` about the importance of life.","彼は生命の重要性について`*情熱*を込めて`語った。","2023/9/9 7:15","2024/8/12 12:06"
4181,4767,"He `made a *fortune*` by selling his artwork.","彼は自分の作品を売って`*一財産*を築いた`。","2023/9/9 7:15","2024/8/12 12:08"
4182,4768,"`The biggest *obstacle* to success` is the fear of making mistakes.","`成功に対する1番大きな*障害*`は間違う事への恐れだ。","2023/9/9 7:15","2024/8/12 12:09"
4183,4769,"He seems to have `some *prejudice* against foreigners`.","彼は`外国人に対するいくらかの*偏見*`を持っているようだった。","2023/9/9 7:15","2024/8/12 12:13"
4184,4770,"They are demanding equal rights and `social *justice*`.","彼らは平等の権利と`社会*正義*`を求めている。","2023/9/9 7:15","2024/8/12 12:14"
4185,4771,"He kept on attacking `his political *opponent*`.","彼は`政*敵*`を攻撃し続けた。","2023/9/9 7:15","2024/8/12 12:15"
4186,4772,"She would `make any *sacrifice*` to save her son.","彼女は息子を救うためなら、`どんな*犠牲*をも払う`だろう。","2023/9/9 7:15","2024/8/12 12:17"
4187,4773,"It was `my *fault*` that we lost the game.","我々がその試合に負けたのは`私の*責任*`だった。","2023/9/9 7:15","2024/8/12 12:18"
4188,4774,"He `was sent to *prison*` for bank robbery.","彼は銀行強盗の罪で`*刑務所*送りになった`。","2023/9/9 7:15","2024/8/12 12:19"
4189,4775,"She volunteered at `a *shelter* for the victims of the storm`.","彼女は`嵐の被災者の*避難所*`でボランティアをした。","2023/9/9 7:15","2024/8/12 12:20"
4190,4776,"`The *committee* meets every Friday`.","`*委員会*は毎週金曜日に開かれる`。","2023/9/9 7:15","2024/8/12 12:21"
4191,4777,"The dance originated in `a religious *ritual*`.","その踊りは`宗教*儀式*`から始まった。","2023/9/9 7:15","2024/8/12 12:22"
4192,4778,"She `looks remarkably *mature*` for her age.","彼女は年齢の割に`驚くほど*大人びて*見える`。","2023/9/9 7:15","2024/8/12 12:23"
4193,4779,"The doctor recommended `*moderate* exercise`.","その医師は`*適度な*運動`を勧めた。","2023/9/9 7:15","2024/8/12 12:24"
4194,4780,"I `remained *neutral*` during their argument.","彼らの議論の間、私は`*中立*を保った`。","2023/9/9 7:15","2024/8/12 12:25"
4195,4781,"She is `highly *optimistic* about her future`.","彼女は`自分の将来についてとても*楽観的だ*`。","2023/9/9 7:15","2024/8/12 12:26"
4196,4782,"Since the accident, he has acquired `a *pessimistic* view of life`.","その事故以降、彼は`*悲観的な*人生観`を持つようになった。","2023/9/9 7:15","2024/8/12 12:27"
4197,4783,"That technology has brought about `*radical* changes` in society.","その技術は社会に`*根本的な*変化`をもたらした。","2023/9/9 7:15","2024/8/12 12:29"
4198,4784,"The road `was *rough* and winding`.","その道路は`*でこぼこ*で曲がりくねっていた`。","2023/9/9 7:15","2024/8/13 1:15"
4199,4785,"This cloth `feels *smooth* and soft`.","この布は`*滑らか*で柔らかな手触りだ`。","2023/9/9 7:15","2024/8/13 1:16"
4200,4786,"She is `a *fluent* speaker of Spanish`.","彼女は`スペイン語の*流暢な*話し手だ`。","2023/9/9 7:15","2024/8/13 1:18"
4201,4787,"The restaurant has `a *casual* atmosphere`.","そのレストランには`*形式張らない*雰囲気`がある。","2023/9/9 7:15","2024/8/13 1:21"
4202,4788,"I `gave an *instant* answer` to her question.","私は彼女の質問に`*即*答した`。","2023/9/9 7:15","2024/8/13 1:22"
4203,4789,"`It’s *incredible* that he survived the disaster`.","`彼がその災害で生き延びたということは*信じられない*`。","2023/9/9 7:15","2024/8/13 1:23"
4204,4790,"This briefcase is made of `*genuine* leather`.","この書類かばんは`*本物の*革`でできている。","2023/9/9 7:15","2024/8/13 1:25"
4205,4791,"The living room of the house was decorated with `*precious* art`.","その家の居間は`*貴重な*美術作品`で飾られていた。","2023/9/9 7:15","2024/8/13 1:26"
4206,4792,"He has played `a *prominent* role` in this project.","彼はこの計画で`*重要な*役割`を果たしている。","2023/9/9 7:15","2024/8/16 11:45"
4207,4793,"He helps `*blind* people` to read books.","彼は`*目の不自由な*人`が本を読むのを手伝う。","2023/9/9 7:15","2024/8/16 11:47"
4208,4794,"Sign language is a language which is used by `*deaf* prople`.","手話は`*耳の不自由な*人`が使う言語だ。","2023/9/9 7:15","2024/8/16 11:48"
4209,4795,"The robots are designed to work in `the *harsh* environment`.","そのロボットは`*厳しい*環境`で仕事をするように設計されている。","2023/9/9 7:15","2024/8/16 11:49"
4210,4796,"`Your *prompt* response` would be greatly appreciated.","`*迅速な*ご回答`がいただければ大変ありがたく思います。","2023/9/9 7:15","2024/8/16 11:50"
4211,4797,"`It is *inevitable* that the whole Cabinet will resign`.","`内閣が総辞職することは*避けられない*`。","2023/9/9 7:15","2024/8/16 11:51"
4212,4798,"Plastic waste is threatening `*marine* animals`.","プラスチックごみが`*海洋*生物`を脅かしている。","2023/9/9 7:15","2024/8/16 11:52"
4213,4799,"`*Tropical* storms` hit the coastline.","`*熱帯*暴風雨`が沿岸を襲った。","2023/9/9 7:15","2024/8/16 11:53"
4214,4800,"`The *Atlantic* Ocean` is frozen most of the year.","`*北極*海は`1年の大半は凍っている。","2023/9/9 7:15","2024/8/16 11:54"
4215,4801,"`Snow is *forecast* for tomorrow`.","`明日は雪の*予報が出さ*れている`。","2023/9/9 7:15","2024/8/16 11:57"
4216,4802,"She `has been *speculating* on her future`.","彼女は`自分の将来についてずっと*あれこれと考えて*いる`。","2023/9/9 7:15","2024/8/16 11:59"
4217,4803,"I `*bet* that you’ll like it`.","私は`*きっと*あなたがそれを気に入ると*思う*`。","2023/9/9 7:15","2024/8/16 12:01"
4218,4804,"He `*quoted* a short passage from the article`.","彼は`その記事から短い文章を*引用した*`。","2023/9/9 7:15","2024/8/16 12:03"
4219,4805,"I `*consulted* a lawyer on the matter`.","私は`その問題について弁護士に*意見を求めた*`。","2023/9/9 7:15","2024/8/16 12:05"
4220,4806,"The players `*disputed* the judge’s decision`.","選手たちは`審判の判定に*異議を唱えた*`。","2023/9/9 7:15","2024/8/16 12:06"
4221,4807,"You may `*accurate* too much information`.","あなたは`情報を*集め*すぎている`のかもしれない。","2023/9/9 7:15","2024/8/16 12:07"
4222,4808,"I `*grasped* her by the shoulders`.","私は`彼女の両肩を*ぎゅっとつかんだ*`。","2023/9/9 7:15","2024/8/16 12:10"
4223,4809,"I `*gripped* a strap tightly`.","私は`つり革を固く*しっかり握った*`。","2023/9/9 7:15","2024/8/16 12:11"
4224,4810,"The police officer `*seized* the gun from that guy`.","警官は`その男から銃を*取り上げた*`。","2023/9/9 7:15","2024/8/16 12:12"
4225,4811,"I `couldn’t *comprehend* what he had said`.","私は`彼が言ったことを*理解する*ことができなかった`。","2023/9/9 7:15","2024/8/16 12:14"
4226,4812,"`18 teams *constitute* the league`.","`18チームがそのリーグを*構成している*`。","2023/9/9 7:15","2024/8/16 12:15"
4227,4813,"These data `*reinforce* the theory`.","これらのデータは`その理論を*強固なものにしている*`。","2023/9/9 7:15","2024/8/16 12:16"
4228,4814,"We must not `*resort* to violence`.","私たちは`暴力に*訴えて*`はならない。","2023/9/9 7:15","2024/8/16 12:17"
4229,4815,"I `*donated* the money to charity`.","私は`そのお金を慈善事業に*寄付した*`。","2023/9/9 7:15","2024/8/16 12:18"
4230,4816,"I refused to `*obey* their orders`.","私は`彼らの命令に*従う*`ことを拒んだ。","2023/9/9 7:15","2024/8/16 12:19"
4231,4817,"She `*dedicated* her life to helping the poor`.","彼女は`人生を貧しい人々を助けることに*捧げた*`。","2023/9/9 7:15","2024/8/16 12:22"
4232,4818,"Stories `are *transmitted* from person to person`.","物語は`人から人へ*伝えら*れる`。","2023/9/9 7:15","2024/8/16 12:23"
4233,4819,"They `are *equipped* with social skills`.","彼らは`社交術を*身に付け*ている`。","2023/9/9 7:15","2024/8/16 12:24"
4234,4820,"I `*bound* the pile of newspapers with string`.","私は`新聞の山をひもで*縛った*`。","2023/9/9 7:15","2024/8/16 12:26"
4235,4821,"That chemical `*posed* a threat to human beings`.","その化学物質は`脅威を人間に*与えた*`。","2023/9/9 7:15","2024/8/16 12:27"
4236,4822,"She `*paused* for a moment` to think about the answer.","彼女は答えを考えるために`少し*間を置いた*`。","2023/9/9 7:15","2024/8/16 12:28"
4237,4823,"I `*hesitate* to help strangers`.","私は`見知らぬ人を助けるのをためらう`。","2023/9/9 7:15","2024/8/16 12:30"
4238,4824,"We `*split* the cost`.","私たちは`費用を*折半した*`。","2023/9/9 7:15","2024/8/16 12:30"
4239,4825,"I feel pain when I `*bend* my knees`.","私は`膝を*曲げる*`ときに痛みを感じる。","2023/9/9 7:15","2024/8/16 12:31"
4240,4826,"He `*tapped* the screen`  to start the app.","彼はアプリを立ち上げるために`画面を*タップした*`。","2023/9/9 7:15","2024/8/20 9:29"
4241,4827,"She `*boiled* water` to make tea.","彼女はお茶を入れるために`お湯を*沸かした*`。","2023/9/9 7:15","2024/8/20 9:29"
4242,4828,"They `*bowed* to one another`.","彼らは`お互いに*おじぎした*`。","2023/9/9 7:15","2024/8/20 9:30"
4243,4829,"He tried to `*conceal* his anger`.","彼は`怒りを*隠そ*`うとした。","2023/9/9 7:15","2024/8/20 9:31"
